Index,Text,Grade,Type,bert.2.pred,bert.2.prob.1,bert.2.prob.2,bert.2.prob.3,bert.2.prob.4,bert.2.prob.5
471,"Journey to South America for an inside peek at the Amazon rain forest.
More than 30 million people live in the Amazon
, or area. About 350 groups are originally from the region. The residents depend on the forest for food and shelter.
The Amazon is home to more than 1,500 species of birds, about 3,000 species of fish, and about 30 million insect species! The howler monkey is one of the animals that live there.
are trees in the Amazon. Emergents tower above the rest of the forest. They reach heights of more than 165 feet. That is about as tall as a 12-story building!
Hungry? Lemons, coffee beans, pineapples, oranges, vanilla, chocolate, and sugarcane are some of the many foods and spices grown in the Amazon.
The Amazon rain forest is full of natural healers. White trillium flowers cure snakebites. Coca plants treat headaches, and castor beans soothe sunburned skin.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.6524850726127625,0.2509485185146332,0.069656141102314,0.011773118749260902,0.015137103386223316
130,"Chew on this! Your school cafeteria may be getting a makeover. Members of the U.S. government are trying to pass a new law. It would make school foods healthier. Under the plan, school cafeterias would serve meals with ingredients that are better for you. Vending machines, such as the one below, would also sell healthy snacks.
The idea is part of First Lady Michelle Obamas plan. She hopes to end childhood
That is the condition of being very overweight. About one-third of kids in the United States are too heavy, according to a study. Kids who are overweight are at a higher risk of having health problems.
If the law passes, schools would make kids foods healthier. Pizza, for example, might be made with low-fat cheese. [This bill] will help us [give] healthier school meals to children across America, says Obama.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.21244055032730103,0.4806447923183441,0.28599879145622253,0.009190634824335575,0.011725291609764099
192,"kid reporter Lexi Brooks, 10, attended a big event recently. She saw former U.S. Presidents George H. W. Bush and Bill Clinton receive the 2006 Liberty Medal.
The Liberty Medal is awarded each year to a person or group that shows leadership and helps others. Clinton and Bush raised more than 1 billion dollars to help the survivors of two disastersHurricane Katrina in 2005 and the tsunami that hit southern Asia in 2004. December 26 marks the second anniversary of that tsunami.
The award ceremony was held at the National Constitution Center. It is located in Philadelphia, Pennsylvania. There, Lexi heard Clinton and Bush give speeches. ""The presidents...encouraged people to join their efforts and help each other,"" says Lexi.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.20337899029254913,0.46956127882003784,0.3024633824825287,0.010258116759359837,0.014338376931846142
141,"Scientists in Canada are playing Go Fish. They recently counted sharks that swim in the Atlantic Ocean off the coast of Canada.
Why? To find out how many sharks there are, of course! Some, such as the porbeagle shark, were once in danger of becoming extinct. The porbeagle shark is a species, or type, of shark. People hunted them for their meat and fins. Now, laws protect porbeagle sharks in the Atlantic Ocean.
Scientists want to make sure porbeagles are still safe. Traveling in boats, scientists caught about 1,000 sharks. Most were porbeagles. The scientists put tags on the female sharks and released them back into the ocean. The tags will allow the scientists to
or watch, the sharks in the coming months.
Scientist Steve Campana took part in the shark count. He says not all sharks are safe like those near Canada. ""Worldwide, sharks are in trouble,"" he told
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.13640964031219482,0.5275686383247375,0.3088259994983673,0.01178447250276804,0.015411286614835262
87,"German scientists recently made a discovery that was music to their ears. They
, or dug up, a 35,000-year-old flute in a cave! It is one of the world's oldest known musical instruments.
An artist's drawing of a woolly mammoth.
The flute was made from an ivory tusk of a
. Woolly mammoths were hairy, elephant-like creatures with long, curved tusks. They lived during the
. That is a period of time from 2 million to 11,000 years ago, when snow and ice covered much of Earth.
People who lived during the Ice Age are best known for their hunting skills. The new discovery suggests that they were also artistic and fond of music.
""Ivory was the most beautiful material available back then,"" said one scientist. ""It's a clear clue that music was extremely important.""
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.1555277705192566,0.43738892674446106,0.384074866771698,0.010143284685909748,0.01286512240767479
57,"Chilies are a type of spicy pepper used to flavor foods.
Do you like your tacos spicy? People of
times liked their foods spicy too! Ancient means very old.
in southern Mexico. Chilies are a type of spicy pepper used to flavor foods. The find proves that people liked spicy foods 1,500 years ago. This makes Mexican foods one of the oldest types of
A total of 10 types of chilies were found. They were found in two caves near Mitla, Mexico. Scientist Linda Perry studied the chilies. She says they were found in good condition. Perry says the people probably used chilies in dishes such as salsas and stews. ""I think it's very possible that they were making similar things back then [to present-day Mexican food],"" Perry told
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.25542765855789185,0.4694434106349945,0.253819078207016,0.009396815672516823,0.011913045309484005
714,"O Say, Can You See ... ?
Car owners in Pennsylvania recently showed their American spirit. Their cars helped form an American flag.
The 140 cars were parked in rows to create the red and white stripes and blue square. To make the flag complete, people held up 50 stars.
As part of the celebration, the car owners sang our national anthem. A
is the official song of a country. The event was part of the National Anthem Project. The goal of the project is to teach Americans the words to the country's national anthem""The Star-Spangled Banner."" Two out of three Americans don't know the words to the song.
Francis Scott Key wrote the words to ""The Star-Spangled Banner"" as a poem in 1814. It became the official national anthem of our country in 1931. Do you know the words? To learn the anthem, go to
O Say, Can You See ... ?
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.4300996661186218,0.3821801543235779,0.16551831364631653,0.009662856347858906,0.012538919225335121
22,"NASA sets its sights on the moon, then Mars.
Astronauts are aiming for the moon again. This time, though, they plan to stay there. Astronauts hope to live and work on the moon by 2020, according to NASA. The U.S. space agency recently announced plans to build a base there.
At first, four-person crews will stay for a week. By 2024, they will be able to live there for as long as six months.
The base will most likely be built near the moon's north or south pole. The poles get the most sunlight. At those locations, the moon base would be able to use solar power. That is energy from the sun that can be used to create electricity.
The moon is the only place beyond Earth that humans have visited. At a distance of about 238,900 miles, the moon is Earth's closest space neighbor. So far, only 12 people have walked on the moon's dusty surface. Those astronauts traveled there on Apollo missions from 1969 to 1972.
NASA hopes the moon mission will kick off a new
or time period, of space exploration. Scientists say that living on the moon is the first step in preparing astronauts to travel to Mars. ""By demonstrating we can survive on another world for a long time, we build confidence that we can venture much farther from Earth and stay for longer periods of time,"" NASA official Michael Braukus told
How might living on the moon prepare astronauts for life on Mars?
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,2,0.12922248244285583,0.40203186869621277,0.44272980093955994,0.010333152487874031,0.0156826451420784
476,"There was a time when all a backpack was used for was to carry school books and papers. But today, backpacks are being weighed down by many things, such as laptop computers, sneakers, CDs, and video games.
Many doctors warn that heavy backpacks can lead to back and neck pain. Doctors say kids should wear backpacks high up on their backs. They recommend that a kid who weighs 50 pounds should not carry more than a 5-pound backpack.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.5660378336906433,0.2893548309803009,0.11990063637495041,0.011533566750586033,0.013173067010939121
85,"Talk about ideas that pop! Kids across the country recently entered the Bubble Wrap Competition for Young Inventors. They created inventions with Bubble Wrap. That is packing material.
The semifinalists were announced, and the grand prize winner will be named during the week of January 28. Andy Boler, 9, is a semifinalist. He used Bubble Wrap to build a plant
, or covering, to protect plants. ""I like building things that help people,"" Andy told
Sealed Air, the company that makes Bubble Wrap, sponsors the contest. The National Museum of Education organizes it. Spokesperson Nicholas Frankovits says the contest encourages kids to be creative. ""One of the main goals is to get young students thinking,"" he says.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.20707815885543823,0.4982132613658905,0.2725382447242737,0.010446515865623951,0.011723877862095833
609,"Think you're king when it comes to playing checkers? Then you haven't played against Chinook, a computer program created by scientists in Canada. Even if a person played a perfect game against Chinook, the game would end in a tie. Scientists needed about 18 years to perfect the program. That's because checkers isn't as simple as it seems. With 24 pieces and 64 squares on the board, the game has about 500 billion billion possible positions. That's a 5 followed by 20 zeros!
Scientist Jonathan Schaeffer wrote much of the program. He says he hopes the program will help scientists create an
computer someday. Intelligent means able to reason or solve problems. Would you jump at the chance to play Chinook? Then go to
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.5428083539009094,0.3420650362968445,0.09145811200141907,0.011326099745929241,0.01234238687902689
308,"President George W. Bush recently made a special visit to a school in Nashville, Tennessee. He toured the school and spoke with kids and teachers.
The president told the kids, ""I'm excited to be here."" The kids were excited, too. Some kids even got to shake hands with the president.
President Bush was at the school to thank the principal and teachers. They helped many students become better readers. ""We believe every child can learn,"" said the president.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.47307896614074707,0.33653825521469116,0.16308605670928955,0.011914253234863281,0.015382562763988972
15,"means ""ruler"" or ""king."" Scientists thought such a large beast must have ruled over other animals like a
tons, or 14,000 pounds. An adult African bull elephant weighs about 6 tons, or 12,000 pounds.
could remove as much as 150 pounds of meat from an animal in one bite.
ate about 3,000 pounds of meat a day.
Tyrannosaurs lived in areas of western North America and Asia.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.715865969657898,0.19841691851615906,0.05611748248338699,0.014957817271351814,0.014641821384429932
35,"Grab your wands and get ready for another adventure! Daniel Radcliffe and Emma Watson stir up more super spells in their new movie.
Harry Potter and the Deathly Hallows: Part 1
student reporters Donta Brown and Anika Djukic caught up with the actors.
Donta Brown: In the movie, Harry goes on a journey to protect his family and friends. Would you do the same in real life?
I think I would go on that adventure. Although I think it would be hard to be as brave as Harry was.
DB: What is your favorite scene in the movie?
One of them is when Im going into the forest, and I see the ghosts of my parents.
Anika Djukic: What does being on the run do to Harry, Hermione, and Rons friendship?
[or fear] definitely has an effect. ... Harry and Ron actually end up having a big fight.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.25015541911125183,0.5250257849693298,0.20224779844284058,0.010294913314282894,0.012276099994778633
245,"According to scientists, horseshoe crabs are related to scorpions and spiders. The table shows some of the traits they have in common. Use the table to help you answer the questions. Choose the best answer.
What feature do all the animals in the chart have in common?
How much larger can a horseshoe crab grow than a spider can?
Which animals on the chart have the same number of legs?
How much larger can a spider grow than a scorpion can?
How many more legs does a scorpion have than a spider has?
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.7536713480949402,0.1718565821647644,0.04846865311264992,0.012923729605972767,0.013079674914479256
19,"Beep! Beep! A small bus on the road is getting a lot of attention. It is a pollution-free bus that uses
vegetable oil as fuel. (When something is recycled, an old item is turned into something new.)
The veggie bus is meant to inspire people to vote on Election Day. A group of musicians from California came up with the idea. They are driving the bus from coast to coast to spread their message.
One of the musicians said, ""Our message is really simple. If everyone just voted, [the United States would] be a better country.""
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.4552728831768036,0.38197892904281616,0.14113885164260864,0.008780322968959808,0.012829011306166649
700,"California has the bluesblue butterflies, that is! Scientists in the state recently released 80 Palos Verdes blue butterflies into the wild.
The experts raised the fliers because the insects are endangered. They can live only in a small area of California. That area is called the Palos Verdes
A peninsula is a stretch of land that is bordered by water on three sides.
The butterflies lay their eggs on two types of plants found on the peninsula. However, those plants have been harmed by people moving into the area.
To save the butterflies, scientists grow the insects favorite plants in parks around the Palos Verdes Peninsula. Then they release the insects into those areas each spring.
Scientist Jana Johnson hopes her work helps the blue butterflies bounce back with flying colors. We are undoing the wrongs of the past and trying to save this planet, one species at a time, she told
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.15435785055160522,0.5443770885467529,0.27334269881248474,0.012791188433766365,0.015131142921745777
634,"flew into the record books in October. It became the first private spacecraft to carry people to space.
team won a $10 million prize for making the trip twice within two weeks. The prize was designed to encourage people to build spacecraft to carry paying tourists into space.
hopes to take tourists into space as soon as 2007. Of course, tickets won't be cheap. A single ticket will cost more than $200,000!
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.5812819004058838,0.299235999584198,0.09281347692012787,0.01189499907195568,0.014773627743124962
118,"Companies are pulling the plug on unhealthy food ads for kids.
No more cookies or candy for SpongeBob SquarePants. Dora the Explorer is also going on a diet. Recently, some companies decided to stop using cartoon characters to advertise unhealthy foods and drinks to children. This includes television commercials.
Nickelodeon will stop showing characters on junk-food packages by 2009. Starting next year, Kellogg's, McDonald's, and Kraft Foods will not advertise unhealthy products to children under 12.
According to doctors, kids see 40,000 television ads per year. About half of them are food ads. Many of them are for sugary cereals and unhealthy snacks. Health experts and parents say these ads make kids want to eat junk food more often.
""It's putting our children at risk,"" says scientist Ellen Wartella.
Obesity is the condition of being very overweight. Experts say one-third of American children are obese or at risk for becoming obese.
Currently, there are no laws that control how food companies advertise to children. This means it's up to the companies to decide how to advertise.
Josephine Thomas is a parent. She is glad that some companies are changing their use of cartoon characters in advertisements. ""As soon as [my kids] see a Shrek or Mickey Mouse [food product], they automatically look at that and they don't see what they really need,"" she says.
Yes, according to scientists at the University of Liverpool in Europe. Recently, they studied 60 children of various weights. The kids, ages 9 to 11, were shown several food and toy ads on television. Children at a healthy weight ate 84 percent more food after watching the food commercials than after watching the toy commercials. Obese kids ate 134 percent more food.
In what ways can advertisements affect people?
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.21762868762016296,0.428496778011322,0.33145883679389954,0.009623533114790916,0.012792196124792099
711,"Fans of fairy tales have much to celebrate this year. It is the 200th anniversary of author Hans Christian Andersen's birth.
Andersen wrote more than 150 stories. Some of his tales are ""The Little Mermaid,"" ""The Emperor's New Clothes,"" and ""The Ugly Duckling.""
Events to honor the writer have taken place all over the world. The events included puppet shows and festivals. People also sang songs and played music.
""Andersen's stories have everything,"" storyteller Ellen Shapiro from New York told
""They are funny and sad and joyous. I never get tired of them.""
All news stories answer these questions: Who? What? Where? When? Why? How? Underline the answers to those questions in one of the stories in this issue.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.33071255683898926,0.4204842150211334,0.22691339254379272,0.009388899430632591,0.012500961311161518
179,"Scientists fear that monarchs may become endangered.
Catching monarch butterflies is no easy task. ""You have to sneak up behind them and then slip your net on them,"" said 8-year-old Evan Shauer from Wisconsin.
Before freeing the butterflies, Evan had a job to do. He placed a tiny numbered sticker on each monarch. Those black-and-orange butterflies were among thousands that kids across the country tagged.
Monarch butterflies do something very unusual for an insect: They
, or travel to a new location when the season changes. Each fall, millions of monarchs from North America head south. Most fly more than 2,000 miles to forests in Mexico.
Volunteers in Mexico look for the monarchs wearing tags. The tags help scientists figure out which butterflies reached Mexico and how far they flew.
, or at risk of dying out. People are cutting down trees in Mexico where the butterflies spend the winter.
""Our goal is to save the monarch migration,"" said butterfly expert Chip Taylor. ""To do this, we have to learn as much as we can about how the number of monarchs changes from year to year."" Kids like Evan are helping scientists do just that!
Why might it be important to save monarchs from dying out?
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,2,0.10641180723905563,0.4299958348274231,0.4363410174846649,0.011430155485868454,0.01582113467156887
487,"NASA wants to build an even better telescope than Hubble! It will be called the James Webb Space Telescope. James Webb was one of the people in charge of NASA.
In 2010, NASA is planning on sending the new telescope into space. A rocket will launch the telescope. It will take the rocket about three months to complete its journey.
The new telescope will be much farther from Earth than Hubble. Webb will take photos from 940,000 miles above Earth. That is about 700,000 miles farther than the moon! Scientists will use the new telescope to learn even more about the universe.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.6929758191108704,0.21720919013023376,0.06357038766145706,0.011407601647078991,0.014836989343166351
84,"A group of 21 kids has come to the rescue! These second and third graders at Mintz Elementary School in Florida spent the past few months working on a special project. They collected money, food, clothing, and other items for
A hurricane is a large, powerful storm that forms over an ocean. A hurricane has strong winds and a lot of rain. When a hurricane moves over land, it can cause a lot of damage.
Between August and late September, four hurricanes hit Florida. The storms left many people without electricity. Some families even lost their homes.
Students at Mintz Elementary wanted to help those families. They donated hundreds of items and more than $2,000 to the Red Cross! That is an organization that helps people in need.
""I like to help people,"" said 7-year-old Garrett Surber, a student at Mintz. ""It makes me feel happy that they will be OK.""
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.11367171257734299,0.43848076462745667,0.41933271288871765,0.012249444611370564,0.016265220940113068
155,"February is the month in which millions of Americans celebrate African American history. Many important events in African American history took place in February.
For example, Rosa Parks was born during this month. In 1955, Parks was arrested when she refused to give up her seat to a white passenger on a Montgomery, Alabama, city bus. In some places at that time, it was illegal for a black person to sit in the front of a bus.
of, or refusal to use, the bus company. Many blacks refused to ride the city buses for more than a year, until those unfair laws were changed.
In 1926, the historian Carter G. Woodson declared a week honoring black history. He chose the February week with the birthdays of President Abraham Lincoln and Frederick Douglass. Douglass was a former slave who, in the 1800s, fought to outlaw slavery. The celebration was changed to a monthlong event in 1976.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.23018325865268707,0.39173680543899536,0.35110291838645935,0.010603060945868492,0.016374073922634125
405,"To make some extra green, people are going green! They are
more. To recycle is to put items through a special process so they can be reused. More and more people
, or carry, old bicycles and heaps of soft drink cans to local
scrapyards. Scrapyards buy the junk and sell it to companies that melt it down to be used again.
John Krasniewicz runs Vulcan Scrap in Stamford, Conn. His usual customers are builders. Now he has some new customers. Lately, he has seen all kinds of people recycling old items. People know that metal is worth more now, he told
. Aluminum cans used to go for about 30 cents a pound. Now theyre worth about 75 cents a pound.
Recycling gives people extra money and also helps the environment. Less junk will pile up in landfills, which will help keep the planet clean.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.6561260223388672,0.25369200110435486,0.06541313976049423,0.011425772681832314,0.013343040831387043
380,"Can the endangered Bengal tiger be saved? Wildlife officials in India, a country in Asia, certainly hope so. They recently began counting Bengal tigers to see how many are left. The
or official count, is part of a plan to save the animal from becoming
There is a high demand for tiger body parts in Asia.
People are the major threat to the tigers. With new roads, homes, and farms being built, the tigers habitat is being destroyed. Illegal hunting is also a problem. There is a high demand for tiger body parts in Asia. Clothes and rugs are made from the tigers coat. In China, some people use tiger bones and other parts to make medicine.
Can the tigers be saved? ""Yes, but its not a sure thing,"" tiger expert James L. David Smith told
He says that people who live closest to the tigers need to help protect them.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.18355460464954376,0.4705789387226105,0.3233236074447632,0.00893015693873167,0.013612708076834679
111,"A new report shows pythons are spreading.
Whats 23 feet long, as thick as a telephone pole, and slithering into a state near you? A Burmese python!
Pythons and other giant snakes are worming their way into Florida and other states. That is the finding of a new report by the U.S. Geological Survey. The species are not
to, or originally from, the area. They might have started out as pets that were set free. Many pythons are native to Asia.
Today, there are tens of thousands of pythons in Florida. They may one day creep into almost one-third of the United States, scientists say.
They [can move] long distances in a short period of time, scientist Gordon Rodda told
. He worked on the study. We had a python in Florida that in a few weeks ... traveled 30 miles.
. Those are groups of plants and animals that live in the same area. The snakes eat everything from birds to bobcats. They lie still until an animal comes near. Then the
strike. Reptiles are cold-blooded animals that often have scales.
U.S. officials are coming up with ways to stop the snakes. One idea is to
people from bringing pythons into the country. To ban is to prevent.
People in Florida move an 18-foot-long python to a safer home.
People who own pet snakes can help too, Rodda says. If you have a snake that gets too big for your home, take it to a zoo. We dont want to create a problem by [setting free] an animal we no longer want to take care of, says Rodda.
What makes giant snakes special? Wrap your head around these python facts to find out.
, or squeeze, prey? They loop their bodies around the prey and tighten their muscles to kill the animals. Then they swallow them.
Only alligators are tough enough to eat adult giant snakes. Dont feel bad for the snakes, though. They eat alligators!
Female pythons can lay up to 100 eggs at a time. The snakes stay on the eggs for two to three months to keep them warm until they hatch.
What are other ways U.S. officials could stop the snakes?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.24725134670734406,0.5014269948005676,0.22304391860961914,0.010879077948629856,0.017398709431290627
333,"The table shows the longest rivers on each continent, except Antarctica. Use the information in the table to answer the questions below. Choose the best answer.
On which continent is the longest river in the world located?
The distance from Boston, Mass., to Los Angeles, Calif., is 3,026 miles. Which of the following rivers is longer than that?
How much longer is the Murray-Darling River than the Volga River?
How many miles long are the Nile River and Amazon River combined?
How much longer is the Nile River than the Amazon River?
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.7931962609291077,0.14049865305423737,0.03752049803733826,0.013773283921182156,0.015011320821940899
516,"Theres a new croc on the block! Researchers recently announced finding an ancient crocodile in South America. They dug up the creatures remains in Colombia.
(ack-your-ON-tih-soo-cuss gwa-hee-RAH-en-siss). The croc lived about 60 million years ago.
The giant crocodile lived in a river. That surprised researchers because other types of ancient crocodiles lived mainly in the ocean.
This drawing shows how the snapper may have looked.
The finding may help explain how some crocodiles
when dinosaurs died off. To survive is to live. One of the ways they [survived] was [by] living in lots of different places, Alex Hastings told
. He wrote a study about the new croc.
Life wasnt a snap for the creature, though. It most likely had to battle with the worlds largest snake for food. It was not an easy life even for a 20-foot crocodile, Hastings says.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.1406177431344986,0.5079101324081421,0.32407790422439575,0.013248154893517494,0.014146029017865658
698,"Who likes zoos? The Tavianos sure do! The family from Columbus, Ohio, (above) visited 52 zoos in one year!
Parents Marla and Gabe and their daughters, Olivia, Ava, and Nina, recently traveled across the country checking out animal
Their adventure began in August 2008. They visited a zoo in Kentucky first. The tour ended one year later. Their last trip was to the Columbus Zoo and Aquarium.
The Tavianos saw just about every animal imaginable. They fed pelicans, rode camels, and petted stingrays. They even got kisses from a giraffe! Olivia, 8, Ava, 7, and Nina, 3, say their favorite is the Saint Louis Zoo in Missouri. They have the coolest penguin and puffin exhibit, Ava told
The family has finished traveling for a while. They have big dreams for the future, though. I want to go around the world someday, says Olivia.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.16414615511894226,0.543308436870575,0.2678949534893036,0.010047847405076027,0.014602691866457462
33,"In June, Elin Gonzlez returned to his home in Cuba. He had lost his mother last year when their U.S.-bound boat sank off the coast of Florida. After Elin was rescued, his father wanted him returned to Cuba. But relatives in Miami wanted Elin to stay in the United States. The U.S. Supreme Court refused to hear the case, paving the way for Elin's return to Cuba.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.29690223932266235,0.4235939383506775,0.2538543939590454,0.01123112440109253,0.014418339356780052
258,"There could be a new place to hang out at the mallthe National Mall! U.S. officials are considering plans to build a museum there to honor
Those are Americans who trace their roots back to Spanish-speaking countries.
The museum might hold objects from important Hispanic Americans. For example, it might show Roberto Clementes uniform. Clemente (above) was the first Hispanic American in the National Baseball Hall of Fame. He played for the Pittsburgh Pirates from 1955 to 1972. He spent most of his life helping others.
Sonya Sotomayor might also be honored. In 2009, she became the first Hispanic American judge on the U.S. Supreme Court. That is the highest court in the country.
Eva Longoria (center) explains why a museum should be built.
Actor Eva Longoria is trying to get the museum built. All Americans benefit from a greater understanding of [Hispanic American]
[or gifts] throughout our history, she says.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,2,0.10861759632825851,0.3868686258792877,0.4646344482898712,0.014029239304363728,0.025850173085927963
591,"Look, Mano hands! A van recently traveled from Europe to Asia without a driver. It used
to get around. Sensors are instruments that can notice heat, light, and sound. The vehicle also used electricity instead of gas.
The driverless van takes a passenger for a spin.
The van journeyed 8,077 miles. It made the trip in three months. Two scientists stayed in the van in case anything went wrong. One time, they had to take control when the vehicle was stopped by a police officer. The officer almost gave the experts a ticket because there was no driver! Once they explained that the drive was an experiment, he let them go.
We are happy we made it to the finishing line without any real problems, says Alberto Broggi. He works for the company that created the van. The company hopes that one day, robotic cars will make driving safer. Now if only they could make a robot to clean your room!
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.4211490750312805,0.4327416718006134,0.12323839217424393,0.010542786680161953,0.012328138574957848
778,"So long, mystery meat! School lunches are about to get a lot more
U.S. President Barack Obama recently signed a new law. It requires schools to provide more nutritious food. The law is called the Healthy, Hunger-Free Kids Act. Its purpose is to help kids be healthier.
This act is about doing whats right for our children, Obama said before signing the law.
So, what will the new law serve up? School officials have to remove sugary drinks and junk food from vending machines. They have to make meals healthier, as well. For example, instead of hot dogs, cafeterias might dish out whole-wheat spaghetti with meat sauce. There will also be more fruits and vegetables on the menu.
The law will also help kids get moving. The act requires schools to provide more time for exercise. Now going to school will be good for your mind
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.5242531299591064,0.35273298621177673,0.10118420422077179,0.009543230757117271,0.01228652335703373
294,"Michaela Teague, 8, recently played tic-tactoe in a whole new way. She took part in the game onstage at Pine Grove Elementary School in Parkville, Md.
These kids are having fun onstageand learning math!
We were asked math questions, the third grader told
. If we got them right, we chose a letter, an
Michaelas school was taking part in a program called Arithmetickles. The program teaches students that math can be fun. The name is based on the words
. Arithmetickles performers visit schools to put on shows.
Students go onstage and participate in games and
, or performances. They learn math skills such as addition, subtraction, and multiplication. In the game Seven Boo, kids take turns counting to 50. They cant say certain numbers, such as the number seven. Instead, they have to shout Boo!
Sandra Bendor cocreated Arithmetickles. She says the program helps kids learn to like math. Numbers can tell great stories, she told
. We want to ... show kids how much fun math can be.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.3767908215522766,0.44132739305496216,0.15656307339668274,0.00998248066753149,0.015336207114160061
676,"Elena Kagan is a new Supreme Court judge.
All rise! Theres a new judge in town. On October 4, Elena Kagan will start her first day as a U.S. Supreme Court
A justice is a judge. The Supreme Court is the countrys highest court.
She is only the fourth female Supreme Court justice in history. This is the first time the Court will have three women justices at the same time.
Steve Petteway/Collection of the Supreme Court of the U.S.
Elena Kagan is sworn in as a justice in Washington, D.C.
Kagan grew up in New York City. She dreamed of being a judge. Her dream started to come true in May. Thats when U.S. President Barack Obama picked her to become a justice.
Before she could join the Court, she had to meet with U.S. senators. They asked her questions. Then they voted on whether she should become a justice. A
or most, of the senators agreed she should.
In her new role, Kagan will work with eight other Supreme Court justices. They
or explain, the U.S. Constitution. That document says how the nation should be run. The justices must decide whether laws follow the Constitutions rules.
Kagan is studying cases that the Court will hear next month. She is excited about her job. I will work my hardest and try my best ... to serve this country I love as well as I am able,she says.
The U.S. government isnt a tree, but it does have branches! Each branch does a different job.
The U.S. Senate and U.S. House of Representatives make up this branch. Their job is to create laws.
The president and vice president are in this branch. The president carries out laws and leads the U.S. military.
The U.S. Supreme Court runs this branch. Its duty is to make sure laws follow the U.S. Constitution.
Supreme Court justices can serve as long as they want. Why might that be?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.26969289779663086,0.5078772306442261,0.1954985111951828,0.010137791745364666,0.01679355278611183
349,"Who kisses babies, flies coast to coast, and toots his or her own horn? A
A candidate is a person who runs for office. And theres no bigger office than that of the president of the United States.
, or choose, a president every four years. The main presidential candidates for this election are John McCain and Barack Obama. They both want to become the next president.
McCain is a senator from Arizona. He is a member of the Republican Party. That is one of the two major political parties in the country. A political party is group of people who share similar beliefs.
Obama is a senator from Illinois. He is a member of the Democratic Party. That is the other major U.S. political party.
Americans are eager to learn about the candidates. They want to know what McCain and Obama will do about problems, such as high food and gas prices.
McCain and Obama will spend the next two months
. That means they will hold events to win votes. Both candidates will give speeches about their ideas. They will also meet with people across the country.
Theyre trying to reach different kinds of voters in different states, political expert Kenneth Bickers told
. They use lots of different tools to try to reach people.
On November 4, the candidates will find out who did a better job campaigning. That day is Election Day, when Americans vote for president.
Campaigning for president is a full-time job. Here are some of the ways McCain and Obama will try to win votes this fall.
McCain and Obama star in television and print ads. The ads could sway voters to elect them.
Candidates travel coast to coast making speeches about important issues. They also meet with leaders in other countries.
McCain and Obama reach millions of voters through Web sites. The Internet lets them share their ideas quickly.
What are some qualities voters should look for when electing the next U.S. president?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,0,0.6292493343353271,0.273887038230896,0.07140400260686874,0.01292569749057293,0.012533972971141338
