Index,Text,Grade,Type
4746,"Post ideas and discuss Physical Education here.
Learn to observe and improve your game in this activity!
Learn all the skills you need to succeed in sport.
BBC Science & Nature: Human Body & Mind


",5,BitGCSE
4990,"They were angry that they had not been allowed to negotiate.
'Deutsche Zeitung', a German newspaper, vowed: ""We will never stop until we win back what we deserve.""
Count Brockdorff-Rantzau, leader of the German delegation at Versailles said Article 231- the war-guilt clause - was: ""a lie"". Germany officially denied the war-guilt clause in 1927.
There was a revolution (the Kapp Putsch) against the treaty in Berlin in 1920.
Germany hated reparations. It had to be made to pay in 1921, defaulted in 1923 and eventually Hitler refused to pay altogether.
Britain gained some German colonies and the German navy was destroyed
Lloyd George thought the treaty was too harsh, saying: ""We shall have to fight another war again in 25 years time.""
The British diplomat Harold Nicolson called it: ""neither just nor wise"" and the people who made it: ""stupid"".
The economist John Maynard Keynes prophesied that reparations would ruin the economy of Europe.
France got Alsace-Lorraine, German colonies, harsh reparations and a tiny German army
Many French people wanted an independent, not a demilitarised, Rhineland.
Most French people did not think the League of Nations would protect them against Germany.
Woodrow Wilson got the League of Nations, and new nation-states were set up in Eastern Europe
Wilson thought the treaty was far too harsh.
Self-determination proved impossible to implement - neither Czechoslovakia or Yugoslavia survived as united countries.
Many Americans did not want to get involved in Europe, and in 1920 the American Senate refused to sign the Treaty of Versailles, or join the League of Nations.
Back to International relations 1900 - 1939 index
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
3354,"In a topic like Daily Routine the vocabulary is fairly straightforward, so you might be asked to listen carefully for exact details, in order to get your mark. In this exercise the challenge lies in understanding exactly what time each thing happened, under two different circumstances.
Remember that the 24-hour clock is used much more in Germany. Sometimes it is particularly difficult to understand, because a time like 23.59 in German will be spoken in the order of 'three and twenty hours, nine and fifty'.
Give your revision some visual style with a Bitesize revision map!
Learn to sprechen like a native with the BBC.


",5,BitGCSE
1220,"You could plan your answer - writing a brief diagram or plan first will help focus your ideas.
Think about material you have prepared for your Presentation / Conversation - is any of it useful here?
Writing each task as a separate paragraph is a good way to organise your answer.
Try to keep the information in sequence - it helps to make sure everything has been covered and makes it easier to mark!
Use a suitable writing style - a
letter will need a date / address / an opening and a closing statement.
will not need any of these. Do not write a letter if asked for an account and vice versa.
Is it clear and easy to understand with no repetition of language?
Have you checked spelling and grammar structures?
Are the tenses used the correct ones? You will usually need to include the
Have you given an opinion / preference or point of view?
Have you developed the tasks where appropriate by adding some extra information?
Have you stuck to the word limit - not gone under and not gone over by too many words?
Have you covered every task asked for? It is a good idea to tick each one off when completed.
Be sure to treat each task equally as they all carry equal marks.
You're not alone! Discuss your revision with others.
Get some direction with a Bitesize revision map
We've got the Northern Ireland curriculum covered.


",5,BitGCSE
6002,"There are already ways in which we can reduce the air pollution caused by the burning of fuels, and others may be developed in the future. New applications that result from scientific research are subject to official regulations and laws.
Coal is an example of a fossil fuel
The fossil fuels include coal, natural gas and the products from the fractional distillation of crude oil, such as petrol and diesel. When any fossil fuel is burned, one of the combustion products is carbon dioxide.
amounts of fossil fuels have been burned each year. This has led to an increase in the percentage of carbon dioxide in the air. Many scientists believe this is causing
Global warming refers to the rise in the average temperature of the Earth's surface. In the last 100 years it is believed to have risen by 0.6 degrees C. There are estimates that in the next 100 years, the global temperatures could rise by as much as 1.4 to 5.8 degrees C.
One way to reduce the amount of carbon dioxide in the air is to burn
fossil fuels. Unfortunately, we depend on the burning of fossil fuels for heating, electricity generation and transport. If we are to burn less fossil fuels, we will need alternatives for these essential activities.
Clouds of smoke and other combustion products are emitted from chimneys
Fossil fuels, such as coal, gas and oil, are mined from the earth. They are formed from broken down animals and plants that died a very long time ago. Fossil fuels are burnt to produce energy. Often they are used to create electricity. As they can only be used once, these are called finite fuels.
to produce electricity are one of the main contributors of carbon dioxide in the air.
One way to reduce the air pollution caused by power stations is to
. Some ways to do this are:
turning off lights when you leave a room
using a microwave instead of an electric oven
from 2006 about saving energy in the home.
Power stations give out sulfur dioxide which is a cause of
Acid rain is rain that contains a high level of acids. These acids can contaminate drinking water, damage plants and water creatures and buildings. It is believed to be caused by pollution and, maybe, natural activity such as volcanic eruptions.
. The amount of sulfur dioxide given off by a power station can be reduced by:
removing sulfur from natural gas and fuel oil
removing sulfur dioxide from the flue gases emitted by coal-burning power stations
Coal-powered stations give off solid particulates. These can also be removed from the flue gases.
Atmospheric pollution caused by the exhaust gases given out by motor vehicles can be reduced by:
Exhaust gases given out by motor vehicles causes atmospheric pollution
burning less fuel by having more efficient engines
using catalytic converters, which convert nitrogen monoxide to nitrogen and oxygen, and carbon monoxide to carbon dioxide
adjusting the balance between public and private transport, with more people using buses and trains instead of cars
setting legal limits on exhaust emissions which are enforced through MOT tests
",5,BitGCSE
501,"> The Tempest second key extract - The text
The Tempest second key extract - The text
SECTION 2 - Act 3, Scene 1 (whole scene)
There be some sports are painful, and their labour
Delight in them sets off. Some kinds of baseness
Are nobly undergone, and most poor matters
Point to rich ends. This my mean task
Would be as heavy to me as odious, but
The mistress which I serve quickens what's dead,
And makes my labours pleasures. O, she is
Ten times more gentle than her father's crabbed 
And he's composed of harshness! I must remove
Some thousands of these logs, and pile them up,
Upon a sore injunction. My sweet mistress
Weeps when she sees me work, and says such baseness
Had never like executor. I forget 
 But these sweet thoughts do even refresh my labours,
, who watches from a distance, unseen.
Work not so hard! I would the lightning had
Burnt up those logs that you are enjoined to pile!
Pray, set it down, and rest you. When this burns,
'Twill weep for having wearied you. My father
Is hard at study. Pray, now, rest yourself.
The sun will set before I shall discharge
I'll bear your logs the while. Pray give me that:
I had rather crack my sinews, break my back,
As well as it does you  and I should do it
With much more ease, for my good will is to it,
No, noble mistress. 'Tis fresh morning with me
When you are by at night. I do beseech you 
Chiefly that I might set it in my prayers 
I have broke your hest to say so!
Indeed the top of admiration  worth
What's dearest to the world! Full many a lady
I have eyed with best regard, and many a time
The harmony of their tongues hath into bondage
Brought my too diligent ear. For several virtues
Have I liked several women  never any
With so full soul, but some defect in her
Did quarrel with the noblest grace she owed,
And put it to the foil. But you  o you,
So perfect and so peerless  are created
One of my sex  no woman's face remember,
Save, from my glass, mine own. Nor have I seen
More that I may call men than you, good friend,
And my dear father. How features are abroad,
I am skilless of  but, by my modesty,
The jewel in my dower, I would not wish
Any companion in the world but you 
Besides yourself, to like of. But I prattle
Something too wildly, and my father's precepts
A prince, Miranda: I do think, a King
I would not so!  and would no more endure
The flesh-fly blow my mouth. Hear my soul speak:
The very instant that I saw you, did
My heart fly to your service  there resides,
To make me slave to it  and for your sake
O heaven, O earth, bear witness to this sound
And crown what I profess with kind event,
If I speak true! If hollowly, invert
What best is boded me to mischief! I,
Beyond all limit of what else i'the world,
To weep at what I am glad of.
Of two most rare affections! Heavens rain grace
At mine unworthiness, that dare not offer
What I desire to give; and much less take
What I shall die to want. But this is trifling 
And all the more it seeks to hide itself,
The bigger bulk it shows. Hence, bashful cunning!
And prompt me, plain and holy innocence!
I am your wife if you will marry me:
If not, I'll die your maid. To be your fellow
You may deny me; but I'll be your servant,
(He kneels) And I thus humble ever.
As bondage e'er of freedom! Here's my hand.
And mine, with my heart in't. And now farewell
So glad of this as they I cannot be,
Who are surprised with all  but my rejoicing
At nothing can be more. I'll to my book 
For yet, ere supper-time, must I perform
More from The Tempest second key extract:
Up for a challenge? Head to GCSE Bitesize.
Get creative, go backstage and find drama tips and inspiration.


",4,BitKS3
35,"> Inequalities and Simultaneous Equations - Solving
If an inequality isn't as straightforward as x > a, or y > b, you need to rearrange the inequality to be able to solve it.
First, you need to get the y values on their own, so minus 1 from each side to give:
To find y, divide both sides by 5 to give:
Use your knowledge to help Spherox find his way home.
Up for a challenge? Head to GCSE Bitesize.


",4,BitKS3
212,"Work out a percentage. Which method will you choose?
In order to see this content you need to have both


",4,BitKS3
342,"Want to know about the details that make up all living things? Youll find out that they deal with energy, chemical and physical properties.
Life processes, cells, health, variation and classification, feeding relationships
Solids, liquids and gases, periodic table, pH scale for acids, bases and alkalis
The environment, the Earth and the universe


",4,BitKS3
470,"> Negative numbers - Adding and subtracting
To add and subtract numbers always begin counting from zero.
When dealing with positive numbers count to the right.
When dealing with negative numbers count to the left.
Imagine moving up and down a number line to get to the answer.
Starting from zero, count up to 4. Then subtract 5. Then subtract 3. The answer is -4.
Calculate: - 2 + 9 - 10 + 6
If you wrote the answer 3 or +3, then well done!
When adding or subtracting negative numbers, remember that when two signs appear next to each other and are different, then you subtract. When two signs are next to each other and they are the same, you add:
a) 10 + - 7 = 10 - 7 = 3
b) 4 - -3 = 4 + 3 = 7
Feeling positive about negative numbers? Test your knowledge with this activity.
Can you match Viral Vinnie's appetite for English, Maths and Science?
Make sure your maths skills add up.


",4,BitKS3
559,"There are different ways to gather and present quantitative data. Decide on the best methods to use for the information you collect.
Use your knowledge to help Spherox find his way home.
Make sure your maths skills add up.


",4,BitKS3
168,"> Text types - Purpose and audience
Read the text below and decide what its
is. Then identify at least two ways in which the writer has matched the style and content to the audience.
Note your answers on a piece of paper before checking to see how you've done.
The world you live in is full of energy: light, heat, electricity and sounds are some of the forms that energy takes. Most energy comes from the Sun, which provides heat and light for plants to grow, to keep you warm and let you see.
This text was written for young children (audience) to provide information (purpose) about energy.
The writer has matched the text to the audience and purpose by:
Using words that most young children will be able to read and understand.
Addressing the reader directly by using the word ""you"".
Find out the difference between fact and fiction.
Join Questionaut's quest to find his friend's hat.


",4,BitKS3
482,"A sentence is made up of words put together to do a certain job.
Let's take a look at what those pieces are and how they fit together to make a sentence.
First, we have words. Words are the smallest meaningful bits of sense.
Each of these words does a different job.
is a verb - it tells us what happens in a sentence.
is a noun - it names things in a sentence.
is an adjective - it gives us more detail about a noun.
We put words together to make a
A phrase is a short, single piece of information:
We use phrases to make a clause.
A clause is a larger word group that includes a little more information. It consists at least two phrases - one is a noun phrase known as the subject, and the other is the verb.
In this clause, the noun phrase is
This now takes us to the sentence.
If we put a capital letter at the beginning of the clause we've used, and a full stop at the end, we have a sentence.
. A simple sentence consists of one clause that has a subject and a verb. A simple sentence puts across one simple idea.
A complex sentence is used to put across more
ideas. A complex sentence contains one main clause that can make sense on its own, and one or more minor clauses that are linked to it.
The main clause is the 'big dog barked' because it has a subject and a verb and makes sense by itself.
The minor clause is 'When I arrived'. Although it is a clause with a subject and a verb, it doesn't make sense on its own, it needs a main clause.
We can add more minor clauses to make a more complex sentence.
We can even split the main clause with a minor clause and still have a complex sentence.
Whack and zap mad professors and aliens!
Love books? Get your reviews published on Student Life.


",4,BitKS3
462,"The table shows some of the most common units and their equivalents. Make sure you know these conversions.
To convert a larger unit to a smaller unit (eg m to cm), first check the number of smaller units needed to make 1 larger unit. Then, multiply that number by the number of larger units.
To convert a smaller unit to a larger unit (eg cm to m), first divide it by the number of smaller units which are needed to make 1 larger unit.
To convert from a larger unit to a smaller one,
To convert from a smaller unit to a larger one,
So, to convert from m to cm multiply by 100, and to convert from cm to m divide by 100.
3.2m = 320cm (3.2  100 = 320)
400cm = 4m (400  100 = 4)
Convert the following to the units given in brackets:
Remember that 1kg = 1000g. To convert from g to kg, divide by 1000.
Remember that 1cl = 10ml. To convert from cl to ml, multiply by 10.
Remember that 1m = 1000mm. To convert from mm to m, divide by 1000.
Can you match Viral Vinnie's appetite for English, Maths and Science?
Make sure your maths skills add up.


",4,BitKS3
175,"Want to know bit more about units? Explore decimals, place values and points.
In order to see this content you need to have both


",4,BitKS3
57,"> Inequalities and Simultaneous Equations - Number lines
Inequalities and Simultaneous Equations - Number lines
Inequalities can also be represented on a number line.
Use a hollow black dot for < and >.
Use a solid black dot for  and .
This shows x is greater than or equal to -1
This shows x is less than 2
This shows that x is greater than or equal to-1 and x is less than 3
x  -1 and x < 3.
We can write this in one single line as
Notice that we change round the order of the first part, but it still means the same thing.
What inequality is represented by the following number line?
There is a solid dot on 0, so x  0, and a hollow dot on 4 so x < 4.
Use your knowledge to help Spherox find his way home.
Up for a challenge? Head to GCSE Bitesize.


",4,BitKS3
609,"How can you work out where something is on the pH scale? By testing the substance.
In order to see this content you need to have both


",4,BitKS3
428,"The writer of a text has to find ways of manipulating the reader - to grab their attention and hold it throughout. When answering Reading questions, you have to be able to work out how they do this and spot what tricks they use to manipulate their audience and keep them reading.
Use your knowledge to help Spherox find his way home.
More than 3000 video clips from BBC programmes.


",4,BitKS3
430,"For tips on reading fiction and non fiction texts, developing communication skills and writing about Shakespeare - look no further than here.
Different writing styles, and methods of preparation
Character, Language, Issues and Performance in key extracts
Plot, character and themes in Romeo and Juliet, and The Tempest
Talk your way out of trouble using your English skills.


",4,BitKS3
191,"Persuasive texts try to persuade you to do something - like buy something or give money to charity. Magazine articles and newspaper reports may try to persuade you to agree with them.
Are you tired of the daily grind? Sick of working all hours of the day for little reward? Tired of never having enough money to really enjoy yourself?
Here's how to spot this type of text:
It tries to convince you to do or agree with something.
It contains a mix of fact and opinion.
It may use repetition, ""soundbites"" and persuasive or emotive language.
It often seems to speak directly to the reader.
Argument texts should be balanced and fair, and give all sides of an argument before coming to a conclusion.
Here's an extract from an argument text:
Foxhunting is a subject that provokes very strong feelings. Many people believe that it is cruel to hunt a fox with dogs, and totally agree with its ban.
Many farmers, and even conservationists, however, have always argued that the fox is a pest, which attacks livestock and must be controlled.
Here are some clues to help you identify an argument text:
It discusses an issue, considering all points of view.
It often uses a formal and impersonal style to seem balanced.
It uses connectives to connect points, for example ""however"", ""but"", ""similarly""
Find out the difference between fact and fiction.
Join Questionaut's quest to find his friend's hat.


",4,BitKS3
36,"> Compounds and mixtures - Chemical formulae
Remember that we use chemical symbols to stand for the elements. For example,
stands for sodium. For a molecule we use the chemical symbols of the atoms it contains to write down its
For example the formula for carbon monoxide is
. It tells you that each molecule of carbon monoxide consists of one carbon atom joined to one oxygen atom.
Take care when writing your symbols and formulae. Be careful about when to use capital letters. For example
means a molecule of carbon monoxide but
The word 'formulae' (""form-u-lee"") is the plural of 'formula'. If we have more than one formula, we don't say formulas, we say formulae.
If the molecule contains more than one atom of an element we use numbers to show this. The numbers are written below the element symbol. For example, the formula for carbon dioxide is
. It tells you that each molecule has one carbon atom and two oxygen atoms.
Take care when writing these formulae. The small number go at the bottom. For example CO
Some formulae are more complicated. For example, the formula for sodium sulfate is
. It tells you that sodium sulfate contains two sodium atoms (
All compounds have a definite composition. Let's look at water as an example. A water molecule always has two hydrogen atoms and one oxygen atom - it cannot be a water molecule if it has different numbers of these atoms. Its formula is always
How will you react to this activity?
More than 3000 video clips from BBC programmes.


",4,BitKS3
136,"> Fractions - Common factors and simplest form
Fractions - Common factors and simplest form
of a number are those numbers that divide into it exactly.
Numbers have common factors if the same number divides into both of them.
So 4 is a common factor of both 8 and 12, as it divides into both of them. 2 is a common factor of both 2 and 6, as it divides into both of them.
4 and 12 have a common factor (4), so
(divide the top and the bottom by 4).
2 and 6 have a common factor (2), so
(divide the top and the bottom by 2).
However, 1 and 3 have no common factors, so
cannot be simplified. When a fraction cannot be simplified we say that it is its
Denominator? Numerator? Find out what it's all about in this activity!
Can you match Viral Vinnie's appetite for English, Maths and Science?
Make sure your maths skills add up.


",4,BitKS3
432,"This section looks at different types of equations, and some methods for solving them.
Solving more complex equations - ax + b = c
Whack and zap mad professors and aliens!


",4,BitKS3
181,"> Ratio - Division in a given ratio
Ratio - Division in a given ratio
Dave and Lisa win 500 between them. They agree to divide the money in the ratio 2:3.
The ratio 2:3 tells us that for every 2 parts Dave receives, Lisa will receive 3 parts. There are 5 parts in total.
500 represents 5 parts. Therefore, 100 represents 1 part.
Dave receives 2 parts: 2  100 = 200
Lisa receives 3 parts: 3  100 = 300
It's important to notice what order the parts of the ratio are written in. 2:3 is not the same as 3:2.
In the example, the ratio of Dave's money to Lisa's was 2:3. If we swap the order to 3:2 then Dave would get more than Lisa.
To keep it the same as in the example we could say that the ratio of Lisa's money to Dave's would be 3:2
Q1. Amelia and Shabana win a sum of money, which they agree to share in the ratio 5:3.
If Amelia receives 150, how much will Shabana receive?
Q2. A necklace is made using gold and silver beads in the ratio 3:2. If there are 80 beads in the necklace:
A1. Amelia receives 5 parts, which is equivalent to 150. Therefore, 150 represents 5 parts.
Shabana receives 3 parts: 3  30 = 90.
A2. Gold : Silver = 3:2, so there are 5 parts altogether.
80  5 = 16, so 1 part represents 16 beads.
a) Gold = 3  16 = 48 beads
b) Silver = 2  16 = 32 beads
Join Questionaut's quest to find his friend's hat.
Make sure your maths skills add up.


",4,BitKS3
616,"> The Tempest Summary - The ending
This is the scene where Prospero forgives Alonso, and also tells Sebastian and Antonio he will keep their plan to kill Alonso secret, forgiving them both too. Later he even forgives Trinculo and Stephano.
Prospero tells Alonso that he has lost his daughter, just as Alonso (who still thinks Ferdinand is drowned) has lost his son - but he means in marriage. He draws back a curtain to show the two young lovers playing chess.
The ship's captain brings news that the ship is safe, and all prepare for the return to Naples for the wedding of Ferdinand and Miranda.
All except for Ariel, who is given his freedom, and Caliban, who will stay on the island.
Up for a challenge? Head to GCSE Bitesize.
Get creative, go backstage and find drama tips and inspiration.


",4,BitKS3
104,"What is wrong with the following statement?
The probability of obtaining a 6 when I throw a die is
- so if I throw the die 6 times I should get exactly 1  6.
In theory this statement is true, but in practise it might not be the case. Try throwing a die 6 times - you won't always get one 6.
Kate and Josh each throw a die 30 times.
a) How many times would you expect Kate to obtain a 6?
b) How many times would you expect Josh to obtain a 6?
c) How many times would you expect Kate or Josh to obtain a 6?
a) In theory, Kate should obtain a 6 on
of her throws. Therefore, in theory she should throw a 6 on
b) Josh should also throw to obtain a 6 on
c) In total, Kate and Josh have thrown the die 60 times. You would expect them to obtain a 6 on 10 of those throws. However, it is very unlikely that Kate and Josh obtained exactly the same results, or that either of them threw a 6 on 5 occasions.
As you can see, if an experiment is repeated, the results are not necessarily the same each time.
However, it is more likely that their combined results were closer to the expected outcome (10  6s) than their individual results.
In other words, if you do a large number of trials you will get a more accurate result.
What are the chances of you trying this activity?
Can you match Viral Vinnie's appetite for English, Maths and Science?
More than 3000 video clips from BBC programmes.


",4,BitKS3
80,"> Acids, bases and metals - Naming salts
Acids, bases and metals - Naming salts
A salt is always made when an acid is neutralised by a base. But the exact salt made depends upon which acid and base were used.
The name of a salt has two parts:
the first part comes from the metal in the base used
the second part comes from the acid that was used
Where does the name potassium nitrate come from?
These are the rules for the second part of the name of a salt:
How can we make copper sulfate? The first part of the name is 'copper', so we need a base containing copper. We could use copper oxide or copper carbonate, for example. The second part of the name is 'sulfate', so we need to use sulfuric acid.
Here are word equations for those reactions.
copper sulfate + water + carbon dioixde
How can we make sodium chloride? The first part of the name is 'sodium', so we need a base containing sodium. We could use sodium hydroxide or sodium hydrogen carbonate, for example. The second part of the name is 'chloride', so we need to use hydrochloric acid.
Here are word equations for those reactions.
sodium chloride + water + carbon dioxide
It would be very difficult to neutralise the acid in these reactions perfectly exactly. Some acid or base would be left over. So it would not be safe to taste the sodium chloride solution produced.
Whack and zap mad professors and aliens!
More than 3000 video clips from BBC programmes.


",4,BitKS3
53,"> Romeo and Juliet Summary - Introduction
Romeo and Juliet is a tragic love story about 'a pair of star-crossed lovers' from rival families.
You need to know the basic plot, what the characters are like, and how they get along. You should also think about how actors should perform the play to an audience, and the main 'big' topics that it deals with.
Read the full text online and make your own notes.
Up for a challenge? Head to GCSE Bitesize.


",4,BitKS3
92,"> Behaviour of matter - Pressure in gases
Behaviour of matter - Pressure in gases
If you ride your bike over a bump in the road, you will be pleased that gases exert
on the walls of their container. A pumped-up tyre cushions the rider against bumps, but a flat tyre does not. The pressure of the air inside a flat tyre is just too low to do this.
The particles in a gas move quickly in all directions, but they don't get far before they bump into each other or the walls of their container. When gas particles hit the walls of their container they cause pressure. The more particles that hit the walls, the higher the pressure.
This is why the pressure in a tyre or balloon goes up when more air is pumped in.
Gas particles hit the walls of their container and cause pressure
. They hit the walls of their container harder and more often. This increases the pressure. Sometimes the pressure gets so great that the container bursts.
This is why balloons and tyyres burst if you blow them up too much. It's also why deodorant spray cans carry warning signs to tell you not to leave them in the sunshine. If they get too hot they explode.
Under pressure? See what happens when you cool down.


",4,BitKS3
322,"> Formal and informal writing - TAP
Sometimes you need to adapt your 'unique' voice to suit the:
a) Dis hw sucks man tho I am well ded if I hand it in l8.
Andrew experienced some difficulties in completing last nights homework. Although he tried very hard, he was unable to understand what was expected of him.
Both pieces of writing give the same message: Andrew is having trouble with his homework. Would his teacher have taken the information seriously if he or she had received it as a text message? Would his friend have given him sympathy if they'd received the formal letter?
When we write, we usually have a purpose. To achieve that purpose, we need to appeal to our audience. To do that, we have to choose the right tone of voice. (See the
Join Questionaut's quest to find his friend's hat.


",4,BitKS3
301,"Place your protractor on the line QR. Ensure that the centre of your protractor is over the point Q. Make a mark at 60.
Remove the protractor and join Q to the 60 mark. Label this point P.
Now to take a different angle on revision with this activity!
Use your knowledge to help Spherox find his way home.
Go back to basics with KS2 Bitesize.


",4,BitKS3
338,"> Formal and informal writing - Informal writing
Formal and informal writing - Informal writing
Writing is informal when it reads as though someone is chatting to the reader. In the right situation, it makes your writing seem more friendly and natural.
Which of the following would you NOT write using informal language?
b) An essay about a Shakespeare play
c) A talk aimed at students your own age or younger
e) A story written from the point of view of a character (in the first person)
b) An essay should always be written using formal language. All of the other situations would suit a more informal style.
Tips to make your informal writing more effective
""Dear reader, I'm really glad you've found the time to open this letter.""
2. It's okay sometimes to use the kind of words that are more usual in speech than writing:
""You don't have to put up with bullying. We'll stick together and make it stop.""
3. Contractions sound more natural in certain types of writing eg a talk to fellow students:
""It's good to know that we're all going to work together on this.""
Don't baffle your reader with too much slang.
Think carefully about structure - informal writing is different to speech and needs carefully planned paragraphs to keep it clear and easy to read.
Sometimes there is opportunity to break the rules of Standard English and use English in unexpected ways. Two good examples of writers who achieve this are poet Benjamin Zephaniah and writer Andrea Levy in her book Small Island.
If you're asked to write a story, it would be a mistake for you as the author to use incorrect grammar and slang - but inside speech marks, your characters can!
Join Questionaut's quest to find his friend's hat.


",4,BitKS3
157,"Different types of sentence suit different purposes. You should use a variety of sentences when you write.
You write sentences all the time. Find out when and where to use them.
Whack and zap mad professors and aliens!
More than 3000 video clips from BBC programmes.


",4,BitKS3
513,"Time has different units of measurement - seconds, hours, days etc. Knowing how to measure time is useful because it can help you find out when your favourite TV show is on, or how many days there are in a month.
Whack and zap mad professors and aliens!
Make sure your maths skills add up.


",4,BitKS3
641,"You will find it useful to understand
This section looks at plotting and interpreting the graphs of straight lines as equations in x and y.
The form x = c and y = c
The form y = mx + c
Plotting y = ax + b using tables
Get from X to Y with this activity.
Join Questionaut's quest to find his friend's hat.
Up for a challenge? Head to GCSE Bitesize.


",4,BitKS3
164,"The beginning, or opening, is one of the most important sections of your writing. It should grab the reader's attention and make them want to read on. For instance, which is the best beginning for a ghost story?
a) The house was built in 1975. It was a typical semi-detached, but it did have quite an impressive front door. Most of the windows were double glazed and the garden was quite neat.
b) The creaking door swung open to reveal an empty hall. Ben shivered as he stepped inside, his footsteps echoing on the cold tile floor.
There are no prizes for guessing that the second one is scarier. Of course, if you were trying to describe the house and nothing else, then the first extract is better, because it tells us more.
So you need to think about TAP (text, audience and purpose) and make a good start to your writing. You should try to 'set a context', which is like setting the scene. So if it's a speech, you might start by asking people a question and getting them to think. But if it's a newspaper article, you need to write what happened and where it happened very early on.
a) The subject I am going to write about today is why the local park should not be closed.
b) Have you ever stopped to wonder how many hundreds of people make regular use of our Memorial Park?
a) It is unlikely that newspaper readers who enjoy all the things that our park has to offer will want it to disappear forever under tons of concrete.
b) 'Ashfield Park will be ruined,' claim protestors who held a meeting last night to organise opposition to the council's plans for a car park.
It should be clear that the ""b"" versions are better - they fit the style and show that the writer has used TAP to make their writing work. Remember - you need to make it interesting right from the start.
The importance of beginnings, middles and ends.
More than 3000 video clips from BBC programmes.


",4,BitKS3
103,"> Pythagoras' Theorem - Length of a line segment
Pythagoras' Theorem - Length of a line segment
You can also use Pythagoras' Theorem to find the distance between two points:
A is located at x=2 y=1, B is located x=5 y=5
Whack and zap mad professors and aliens!
Up for a challenge? Head to GCSE Bitesize.


",4,BitKS3
102,"> More on transformations - Scale factor enlargement
More on transformations - Scale factor enlargement
Shapes B, C and D are all enlargements of shape A. However, they are all different sizes and in different positions on the screen.
When describing enlargements you must state their
of an enlargement is described by its
For example, a scale factor of 2 means that the new shape is twice the size of the original. A scale factor of 3 means that the new shape is three times the size of the original.
No robots in disguise, but this activity will transform your revision!
Whack and zap mad professors and aliens!
Up for a challenge? Head to GCSE Bitesize.


",4,BitKS3
375,"> Preparing, planning and checking - Spelling
It's important that you check the accuracy of your spelling in your written work. Here are some common errors to watch out for:
Not dropping the final ""e"" before adding ""-ing"".
Errors in forming plurals in words that end in ""-y"".
Homophones (words that sound the same but are spelt differently and have different meanings), like ""to"", ""two"" and ""too"".
Problems with two vowels in the middle of words, such as ea, ou and ie
Problems with words that we sometimes shorten when we say them, like ""probly"" for ""probably"".
Certain words could also cause trouble, so look for any ways of remembering them. Sometimes the oddest ideas are the easiest to remember, like Big Elephants Can Always Understand Small Elephants, which gives us 'because'. Here are a few more to help you:
Separate - there is a rat in separate.
Receive - i before e except after c.
Here and there are all about place.
You'll need 2 walking sticks if you fall off a wall.
Why must you prepare and plan? Find out here.
Use your knowledge to help Spherox find his way home.


",4,BitKS3
522,"Liquids and gases do not have a fixed shape. They can flow and fill their containers, but solids cannot. The particle model explains why.
Solids cannot flow because their particles are only able to vibrate and cannot move from place to place.
Liquids can flow because their particles can move over each other. When water is poured into a glass, the particles of water move over each other and into the corners of the glass. The particles keep on moving over each other as the water takes the shape of the glass. The animation shows how this works.
In order to see this content you need to have both
Gases can flow because their particles can move in all directions. When a Bunsen burner is connected to a gas tap and turned on, natural gas flows through the rubber tubing. The particles of natural gas are free to move anywhere inside the tubing, and pressure forces them through the tubing into the Bunsen burner.
How strong is your bond with Bitesize?
Can you match Viral Vinnie's appetite for English, Maths and Science?
More than 3000 video clips from BBC programmes.


",4,BitKS3
144,"Cutting the cake into six equal pieces and eating two is
to cutting the cake into three equal pieces and eating one. You eat the same amount of cake in both cases.
If the cake is cut into 12 equal pieces, how many will we have to eat in order to have the equivalent of 1/3 of the cake?
because the top and bottom numbers have been multiplied by 2.
because the top and bottom numbers have been divided by 4.
When writing equivalent fractions, do the same multiplication or division to the top and bottom numbers.
For example, if you multiply the top by 2, you must also multiply the bottom by 2.
Denominator? Numerator? Find out what it's all about in this activity!
Can you match Viral Vinnie's appetite for English, Maths and Science?
Make sure your maths skills add up.


",4,BitKS3
596,"> Atmosphere and setting - Identify explicit meaning
Atmosphere and setting - Identify explicit meaning
Take a look at the extract below from Tricia Holford's book, 'Fly Away Home'. The extract describes a pair of lions in two settings, their natural home in Africa and in captivity at a rooftop bar in Tenerife.
in the shade of an acacia tree, their
. We had been watching them for 20 minutes when the male
stood up, stretched, and padded over to a clearing. He began to roar. It was a deep, heart-stopping roar which echoed along the
. It was an announcement that he, Raffi, had arrived and it was
. Slowly he turned to his mate and lay
It was a dramatic contrast to my first encounter with them on a Tenerife rooftop in 1994. That image of two
lions pacing back and forth in their
cage is forever etched on my memory. The corrugated iron roof
turned the cage into an oven. Without a water bowl in sight
, the only features in the cage were an
narrow sleeping shelves with nails sticking out
. For five years Raffi and Anthea had mentally survived in these conditions  how? I never believed I would one day see them in their ancestral home.
Explain the differences between the two lions':
Try to use quotations to support your ideas.
Very stressed and unhappy. 'Pacing back and forth' and barely surviving.
Relaxed and peaceful. Lying in the shade and roaring to mark their territory.
In a 'tiny cage' with no water, a rubbish bin and 'narrow sleeping shelves'.
In an 'ancient African valley', their natural habitat.
Stressed and horrible. The lions are cruelly treated and are 'thin' and 'grubby'.
What does it all mean? Find out with this activity.
Love books? Get your reviews published on Student Life.


",4,BitKS3
